,the,the,the,,,
,pussy,pussi,pussy,,pussi,
,is,is,is,,,
,sore,sore,sor,,,sor
,i,i,i,,,
,will,will,wil,,,wil
,fuck,fuck,fuck,,,
,her,her,her,,,
,again,again,again,,,
,in,in,in,,,
,the,the,the,,,
,back,back,back,,,
,door,door,door,,,
,in,in,in,,,
,other,other,oth,,,oth
,words,word,word,,word,word
,her,her,her,,,
,black,black,black,,,
,ass,ass,ass,,,
,i,i,i,,,
,send,send,send,,,
,her,her,her,,,
,home,home,hom,,,hom
,for,for,for,,,
,sex,sex,sex,,,
,ed,ed,ed,,,
,class,class,class,,,
,she,she,she,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,shit,shit,shit,,,
,she,she,she,,,
,ca,ca,ca,,,
,n't,n't,n't,,,
,even,even,ev,,,ev
,fuck,fuck,fuck,,,
,she,she,she,,,
,had,had,had,,,
,the,the,the,,,
,nerve,nerv,nerv,,nerv,nerv
,to,to,to,,,
,not,not,not,,,
,even,even,ev,,,ev
,suck,suck,suck,,,
,my,my,my,,,
,dick,dick,dick,,,
,yeah,yeah,yeah,,,
,she,she,she,,,
,'s,'s,'s,,,
,got,got,got,,,
,ta,ta,ta,,,
,be,be,be,,,
,sick,sick,sick,,,
,i,i,i,,,
,threw,threw,threw,,,
,her,her,her,,,
,out,out,out,,,
,my,my,my,,,
,house,hous,hous,,hous,hous
,real,real,real,,,
,quick,quick,quick,,,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,bitch,bitch,bitch,,,
,molester,molest,molest,,molest,molest
,an,an,an,,,
,uncle,uncl,unc,,uncl,unc
,fester,fester,fest,,,fest
,the,the,the,,,
,one,one,on,,,on
,to,to,to,,,
,lust,lust,lust,,,
,for,for,for,,,
,caress,caress,caress,,,
,and,and,and,,,
,test-a,test-a,test-a,,,
,so,so,so,,,
,i,i,i,,,
,suggest-a,suggest-a,suggest-a,,,
,when,when,when,,,
,you,you,you,,,
,address,address,address,,,
,to,to,to,,,
,grab,grab,grab,,,
,a,a,a,,,
,titty,titti,titty,,titti,
,palm,palm,palm,,,
,her,her,her,,,
,ass,ass,ass,,,
,cause,caus,caus,,caus,caus
,i,i,i,,,
,done,done,don,,,don
,left,left,left,,,
,her,her,her,,,
,forget,forget,forget,,,
,her,her,her,,,
,cause,caus,caus,,caus,caus
,tim,tim,tim,,,
,dog,dog,dog,,,
,is,is,is,,,
,large,larg,larg,,larg,larg
,dog,dog,dog,,,
,'s,'s,'s,,,
,a,a,a,,,
,motherfuckin,motherfuckin,motherfuckin,,,
,benz,benz,benz,,,
,garage,garag,gar,,garag,gar
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,porsche,porsch,porsch,,porsch,porsch
,audi,audi,aud,,,aud
,like,like,lik,,,lik
,john,john,john,,,
,gotti,gotti,gott,,,gott
,i,i,i,,,
,like,like,lik,,,lik
,to,to,to,,,
,party,parti,party,,parti,
,but,but,but,,,
,what,what,what,,,
,'s,'s,'s,,,
,up,up,up,,,
,with,with,with,,,
,the,the,the,,,
,body,bodi,body,,bodi,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,sex,sex,sex,,,
,fiend,fiend,fiend,,,
,wo,wo,wo,,,
,n't,n't,n't,,,
,jerk,jerk,jerk,,,
,off,off,off,,,
,or,or,or,,,
,masturbate,masturb,masturb,,masturb,masturb
,as,as,as,,,
,long,long,long,,,
,as,as,as,,,
,pussy,pussi,pussy,,pussi,
,i,i,i,,,
,hear,hear,hear,,,
,i,i,i,,,
,'m,'m,'m,,,
,straight,straight,straight,,,
,i'ma,i'ma,i'ma,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,then,then,then,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,then,then,then,,,
,i,i,i,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,then,then,then,,,
,i,i,i,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,then,then,then,,,
,i,i,i,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,fuck,fuck,fuck,,,
,and,and,and,,,
,what,what,what,,,
,i,i,i,,,
,'m,'m,'m,,,
,doin,doin,doin,,,
,after,after,aft,,,aft
,that,that,that,,,
,i'ma,i'ma,i'ma,,,
,still,still,stil,,,stil
,fuck,fuck,fuck,,,
,so,so,so,,,
,ced,ced,ced,,,
,gee,gee,gee,,,
,you,you,you,,,
,know,know,know,,,
,you,you,you,,,
,'re,'re,'re,,,
,next,next,next,,,
,in,in,in,,,
,line,line,lin,,,lin
,yo,yo,yo,,,
,take,take,tak,,,tak
,the,the,the,,,
,mic,mic,mic,,,
,and,and,and,,,
,bust,bust,bust,,,
,a,a,a,,,
,dope-ass,dope-ass,dope-ass,,,
,rhyme,rhyme,rhym,,,rhym
,one,one,on,,,on
,two,two,two,,,
,one,one,on,,,on
,two,two,two,,,
,one,one,on,,,on
,more,more,mor,,,mor
,goes,goe,goe,,goe,goe
,like,like,lik,,,lik
,this,thi,thi,,thi,thi
,FALSE,fals,fals,,fals,fals
,alarm,alarm,alarm,,,
,-,-,-,,,
,you,you,you,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,seen,seen,seen,,,
,no,no,no,,,
,smoke,smoke,smok,,,smok
,the,the,the,,,
,smoke,smoke,smok,,,smok
,you,you,you,,,
,'re,'re,'re,,,
,seein,seein,seein,,,
,is,is,is,,,
,there,there,ther,,,ther
,cause,caus,caus,,caus,caus
,i,i,i,,,
,broke,broke,brok,,,brok
,down,down,down,,,
,the,the,the,,,
,rhyme,rhyme,rhym,,,rhym
,a,a,a,,,
,vicious,viciou,vicy,,viciou,vicy
,kind,kind,kind,,,
,to,to,to,,,
,feed,feed,fee,,,fee
,your,your,yo,,,yo
,mind,mind,mind,,,
,the,the,the,,,
,warning,warn,warn,,warn,warn
,sign,sign,sign,,,
,and,and,and,,,
,then,then,then,,,
,recline,reclin,reclin,,reclin,reclin
,down,down,down,,,
,and,and,and,,,
,rhyme,rhyme,rhym,,,rhym
,when,when,when,,,
,the,the,the,,,
,pace,pace,pac,,,pac
,kicks,kick,kick,,kick,kick
,up,up,up,,,
,up,up,up,,,
,a,a,a,,,
,hundred,hundr,hundr,,hundr,hundr
,yo,yo,yo,,,
,i,i,i,,,
,got,got,got,,,
,ta,ta,ta,,,
,get,get,get,,,
,a,a,a,,,
,mic,mic,mic,,,
,and,and,and,,,
,get,get,get,,,
,hyper,hyper,hyp,,,hyp
,cause,caus,caus,,caus,caus
,i,i,i,,,
,can,can,can,,,
,recite,recit,recit,,recit,recit
,the,the,the,,,
,lyrics,lyric,lyr,,lyric,lyr
,to,to,to,,,
,flip,flip,flip,,,
,the,the,the,,,
,crowd,crowd,crowd,,,
,just,just,just,,,
,like,like,lik,,,lik
,pied,pie,pied,,pie,
,pipers,piper,pip,,piper,pip
,music,music,mus,,,mus
,i,i,i,,,
,wo,wo,wo,,,
,n't,n't,n't,,,
,abuse,abus,abus,,abus,abus
,it,it,it,,,
,nor,nor,nor,,,
,misuse,misus,misus,,misus,misus
,it,it,it,,,
,just,just,just,,,
,add,add,ad,,,ad
,some,some,som,,,som
,flavor,flavor,flav,,,flav
,to,to,to,,,
,it,it,it,,,
,yo,yo,yo,,,
,and,and,and,,,
,prove,prove,prov,,,prov
,it,it,it,,,
,just,just,just,,,
,like,like,lik,,,lik
,that,that,that,,,
,new,new,new,,,
,car,car,car,,,
,with,with,with,,,
,mileage,mileag,mil,,mileag,mil
,it,it,it,,,
,go,go,go,,,
,far,far,far,,,
,you,you,you,,,
,'ll,'ll,'ll,,,
,see,see,see,,,
,the,the,the,,,
,best,best,best,,,
,ced,ced,ced,,,
,gee,gee,gee,,,
,i,i,i,,,
,'m,'m,'m,,,
,an,an,an,,,
,ultra,ultra,ultr,,,ultr
,star,star,star,,,
,galactic,galact,galact,,galact,galact
,galactus,galactu,galact,,galactu,galact
,fantastic,fantast,fantast,,fantast,fantast
,brass,brass,brass,,,
,trick,trick,trick,,,
,practice,practic,pract,,practic,pract
,yeah,yeah,yeah,,,
,you,you,you,,,
,understand,understand,understand,,,
,what,what,what,,,
,i,i,i,,,
,'m,'m,'m,,,
,sayin,sayin,sayin,,,
,yo,yo,yo,,,
,bust,bust,bust,,,
,it,it,it,,,
,i,i,i,,,
,'ll,'ll,'ll,,,
,control,control,control,,,
,uphold,uphold,uphold,,,
,the,the,the,,,
,show,show,show,,,
,from,from,from,,,
,beginnin,beginnin,beginnin,,,
,to,to,to,,,
,intro,intro,intro,,,
,ced,ced,ced,,,
,gee,gee,gee,,,
,is,is,is,,,
,like,like,lik,,,lik
,nitro-glyc',nitro-glyc',nitro-glyc',,,
,and,and,and,,,
,i,i,i,,,
,will,will,wil,,,wil
,diss,diss,diss,,,
,those,those,thos,,,thos
,who,who,who,,,
,insist,insist,insist,,,
,on,on,on,,,
,bustin,bustin,bustin,,,
,their,their,their,,,
,weak,weak,weak,,,
,rhymes,rhyme,rhym,,rhyme,rhym
,ced,ced,ced,,,
,gee,gee,gee,,,
,will,will,wil,,,wil
,just,just,just,,,
,piss,piss,piss,,,
,my,my,my,,,
,urine,urin,urin,,urin,urin
,right,right,right,,,
,on,on,on,,,
,you,you,you,,,
,strut,strut,strut,,,
,then,then,then,,,
,transform,transform,transform,,,
,you,you,you,,,
,hold,hold,hold,,,
,you,you,you,,,
,and,and,and,,,
,mold,mold,mold,,,
,you,you,you,,,
,rip,rip,rip,,,
,you,you,you,,,
,and,and,and,,,
,fold,fold,fold,,,
,you,you,you,,,
,duck,duck,duck,,,
,so,so,so,,,
,what,what,what,,,
,the,the,the,,,
,fuck,fuck,fuck,,,
,you,you,you,,,
,out,out,out,,,
,of,of,of,,,
,luck,luck,luck,,,
,you,you,you,,,
,rhyme,rhyme,rhym,,,rhym
,like,like,lik,,,lik
,a,a,a,,,
,jetta,jetta,jett,,,jett
,while,while,whil,,,whil
,i,i,i,,,
,rhyme,rhyme,rhym,,,rhym
,like,like,lik,,,lik
,a,a,a,,,
,mack,mack,mack,,,
,truck,truck,truck,,,
,rollin,rollin,rollin,,,
,hard,hard,hard,,,
,with,with,with,,,
,eighteen,eighteen,eighteen,,,
,wheels,wheel,wheel,,wheel,wheel
,and,and,and,,,
,all,all,al,,,al
,with,with,with,,,
,the,the,the,,,
,mic,mic,mic,,,
,so,so,so,,,
,i,i,i,,,
,must,must,must,,,
,call,call,cal,,,cal
,myself,myself,myself,,,
,a,a,a,,,
,leader,leader,lead,,,lead
,a,a,a,,,
,whack,whack,whack,,,
,rap,rap,rap,,,
,deleter,delet,delet,,delet,delet
,the,the,the,,,
,feeder,feeder,fee,,,fee
,who,who,who,,,
,needs,need,nee,,need,nee
,the,the,the,,,
,crowd,crowd,crowd,,,
,to,to,to,,,
,procede,proced,proc,,proced,proc
,the,the,the,,,
,whole,whole,whol,,,whol
,9,9,9,,,
,yards,yard,yard,,yard,yard
,as,as,as,,,
,well,well,wel,,,wel
,as,as,as,,,
,the,the,the,,,
,distance,distanc,dist,,distanc,dist
,i,i,i,,,
,'m,'m,'m,,,
,ced,ced,ced,,,
,gee,gee,gee,,,
,and,and,and,,,
,i,i,i,,,
,represent,repres,repres,,repres,repres
,all,all,al,,,al
,who,who,who,,,
,want,want,want,,,
,the,the,the,,,
,call,call,cal,,,cal
,leave,leav,leav,,leav,leav
,their,their,their,,,
,boy,boy,boy,,,
,in,in,in,,,
,awe,awe,aw,,,aw
,who,who,who,,,
,wants,want,want,,want,want
,to,to,to,,,
,be,be,be,,,
,adored,ador,ad,,ador,ad
,tim,tim,tim,,,
,dog,dog,dog,,,
,-,-,-,,,
,my,my,my,,,
,mellow,mellow,mellow,,,
,my,my,my,,,
,man,man,man,,,
,no,no,no,,,
,it,it,it,,,
,'s,'s,'s,,,
,jam,jam,jam,,,
,rock,rock,rock,,,
,'s,'s,'s,,,
,turn,turn,turn,,,
,jam,jam,jam,,,
,you,you,you,,,
,ready,readi,ready,,readi,
,jam,jam,jam,,,
,we,we,we,,,
,are,are,ar,,,ar
,opening,open,op,,open,op
,the,the,the,,,
,magnetic,magnet,magnet,,magnet,magnet
,field,field,field,,,
,-,-,-,,,
,well,well,wel,,,wel
,i,i,i,,,
,'m,'m,'m,,,
,the,the,the,,,
,mellow,mellow,mellow,,,
,brainiac,brainiac,brainiac,,,
,buildin,buildin,buildin,,,
,molecules,molecul,molec,,molecul,molec
,on,on,on,,,
,my,my,my,,,
,sp-12,sp-12,sp-12,,,
,my,my,my,,,
,percussion,percuss,percuss,,percuss,percuss
,will,will,wil,,,wil
,enthus-,enthus-,enthus-,,,
,#NAME?,#NAME?,#NAME?,,#NAME?,#NAME?
,propel,propel,propel,,,
,like,like,lik,,,lik
,a,a,a,,,
,power,power,pow,,,pow
,dump,dump,dump,,,
,truck,truck,truck,,,
,pumpin,pumpin,pumpin,,,
,heavy,heavi,heavy,,heavi,
,steeeeam,steeeeam,steeeeam,,,
,into,into,into,,,
,solid,solid,solid,,,
,iron,iron,iron,,,
,pipes,pipe,pip,,pipe,pip
,releasing,releas,releas,,releas,releas
,octane,octan,oct,,octan,oct
,through,through,through,,,
,a,a,a,,,
,sonic,sonic,son,,,son
,oil,oil,oil,,,
,tank,tank,tank,,,
,fuel,fuel,fuel,,,
,will,will,wil,,,wil
,ignite,ignit,ignit,,ignit,ignit
,sending,send,send,,send,send
,blood,blood,blood,,,
,pressure,pressur,press,,pressur,press
,above,abov,abov,,abov,abov
,the,the,the,,,
,brain,brain,brain,,,
,level,level,level,,,
,increasing,increas,increas,,increas,increas
,mega,mega,meg,,,meg
,speed,speed,spee,,,spee
,at,at,at,,,
,a,a,a,,,
,height,height,height,,,
,to,to,to,,,
,excel,excel,excel,,,
,changing,chang,chang,,chang,chang
,different,differ,diff,,differ,diff
,gears,gear,gear,,gear,gear
,left,left,left,,,
,and,and,and,,,
,right,right,right,,,
,i,i,i,,,
,'m,'m,'m,,,
,rolling,roll,rol,,roll,rol
,hauling,haul,haul,,haul,haul
,mc's,mc',mc's,,mc',
,that,that,that,,,
,are,are,ar,,,ar
,whack,whack,whack,,,
,cross,cross,cross,,,
,country,countri,country,,countri,
,straight,straight,straight,,,
,to,to,to,,,
,california,california,californ,,,californ
,dropping,drop,drop,,drop,drop
,off,off,off,,,
,a,a,a,,,
,big,big,big,,,
,load,load,load,,,
,increasing,increas,increas,,increas,increas
,dead,dead,dead,,,
,weight,weight,weight,,,
,touching,touch,touch,,touch,touch
,turbo,turbo,turbo,,,
,charge,charg,charg,,charg,charg
,word,word,word,,,
,to,to,to,,,
,sight,sight,sight,,,
,unbelievable,unbeliev,unbeliev,,unbeliev,unbeliev
,many,mani,many,,mani,
,miles,mile,mil,,mile,mil
,away,away,away,,,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,brainiac,brainiac,brainiac,,,
,we,we,we,,,
,are,are,ar,,,ar
,opening,open,op,,open,op
,the,the,the,,,
,magnetic,magnet,magnet,,magnet,magnet
,field,field,field,,,
,now,now,now,,,
,i,i,i,,,
,'m,'m,'m,,,
,checking,check,check,,check,check
,every,everi,every,,everi,
,meter,meter,met,,,met
,raising,rais,rais,,rais,rais
,up,up,up,,,
,a,a,a,,,
,bit,bit,bit,,,
,on,on,on,,,
,the,the,the,,,
,handle,handl,handl,,handl,handl
,advancing,advanc,adv,,advanc,adv
,technical,technic,techn,,technic,techn
,direct,direct,direct,,,
,automatic,automat,autom,,automat,autom
,charging,charg,charg,,charg,charg
,energy,energi,energy,,energi,
,at,at,at,,,
,a,a,a,,,
,level,level,level,,,
,generating,gener,gen,,gener,gen
,boosting,boost,boost,,boost,boost
,pistaloids,pistaloid,pistaloid,,pistaloid,pistaloid
,as,as,as,,,
,an,an,an,,,
,autobat,autobat,autob,,,autob
,increasing,increas,increas,,increas,increas
,brain,brain,brain,,,
,limits,limit,limit,,limit,limit
,far,far,far,,,
,beyond,beyond,beyond,,,
,space,space,spac,,,spac
,yep,yep,yep,,,
,another,anoth,anoth,,anoth,anoth
,track,track,track,,,
,is,is,is,,,
,laid,laid,laid,,,
,to,to,to,,,
,continue,continu,continu,,continu,continu
,enhance,enhanc,enh,,enhanc,enh
,building,build,build,,build,build
,much,much,much,,,
,knowledge,knowledg,knowledg,,knowledg,knowledg
,breaking,break,break,,break,break
,down,down,down,,,
,parts,part,part,,part,part
,exact,exact,exact,,,
,in,in,in,,,
,positions,posit,posit,,posit,posit
,above,abov,abov,,abov,abov
,sucker,sucker,suck,,,suck
,ducks,duck,duck,,duck,duck
,i,i,i,,,
,am,am,am,,,
,schooling,school,schooling,,school,
,teaching,teach,teach,,teach,teach
,territories,territori,territ,,territori,territ
,like,like,lik,,,lik
,a,a,a,,,
,book,book,book,,,
,maniac,maniac,maniac,,,
,ultra,ultra,ultr,,,ultr
,vocalist,vocalist,voc,,,voc
,the,the,the,,,
,general,gener,gen,,gener,gen
,speaker,speaker,speak,,,speak
,kool,kool,kool,,,
,keith,keith,kei,,,kei
,with,with,with,,,
,a,a,a,,,
,mind,mind,mind,,,
,vibrating,vibrat,vibr,,vibrat,vibr
,dissolving,dissolv,dissolv,,dissolv,dissolv
,intellectuals,intellectu,intellect,,intellectu,intellect
,who,who,who,,,
,wannabe,wannab,wannab,,wannab,wannab
,and,and,and,,,
,try,tri,try,,tri,
,to,to,to,,,
,be,be,be,,,
,like,like,lik,,,lik
,me,me,me,,,
,you,you,you,,,
,see,see,see,,,
,but,but,but,,,
,you,you,you,,,
,'re,'re,'re,,,
,gon,gon,gon,,,
,na,na,na,,,
,be,be,be,,,
,expelled,expel,expel,,expel,expel
,politely,polit,polit,,polit,polit
,dismissed,dismiss,dismiss,,dismiss,dismiss
,-,-,-,,,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,brainiac,brainiac,brainiac,,,
,move,move,mov,,,mov
,a,a,a,,,
,little,littl,littl,,littl,littl
,further,further,furth,,,furth
,approaching,approach,approach,,approach,approach
,metaphysical,metaphys,metaphys,,metaphys,metaphys
,i,i,i,,,
,am,am,am,,,
,burning,burn,burn,,burn,burn
,combinating,combin,combin,,combin,combin
,elements,element,el,,element,el
,agreeable,agreeabl,agr,,agreeabl,agr
,compilating,compil,compil,,compil,compil
,monitors,monitor,monit,,monitor,monit
,that,that,that,,,
,revolve,revolv,revolv,,revolv,revolv
,in,in,in,,,
,equivalent,equival,equ,,equival,equ
,reaching,reach,reach,,reach,reach
,optimus,optimu,optim,,optimu,optim
,sun,sun,sun,,,
,rays,ray,ray,,ray,ray
,compute,comput,comput,,comput,comput
,at,at,at,,,
,a,a,a,,,
,radio,radio,radio,,,
,waves,wave,wav,,wave,wav
,frequencies,frequenc,frequ,,frequenc,frequ
,attack,attack,attack,,,
,emer-ging,emer-g,emer-ging,,emer-g,
,all,all,al,,,al
,obstacles,obstacl,obstac,,obstacl,obstac
,magnetic,magnet,magnet,,magnet,magnet
,reducing,reduc,reduc,,reduc,reduc
,brain,brain,brain,,,
,power,power,pow,,,pow
,as,as,as,,,
,a,a,a,,,
,nucleon,nucleon,nucleon,,,
,dynamic,dynam,dynam,,dynam,dynam
,mc,mc,mc,,,
,'s,'s,'s,,,
,from,from,from,,,
,cybertron,cybertron,cybertron,,,
,completely,complet,complet,,complet,complet
,on,on,on,,,
,a,a,a,,,
,mission,mission,miss,,,miss
,to,to,to,,,
,annihilate,annihil,annihil,,annihil,annihil
,electrocute,electrocut,electrocut,,electrocut,electrocut
,suckers,sucker,suck,,sucker,suck
,who,who,who,,,
,perpetrate,perpetr,perpet,,perpetr,perpet
,known,known,known,,,
,as,as,as,,,
,interference,interfer,interf,,interfer,interf
,on,on,on,,,
,the,the,the,,,
,microphone,microphon,microphon,,microphon,microphon
,i,i,i,,,
,will,will,wil,,,wil
,and,and,and,,,
,climb,climb,climb,,,
,higher,higher,high,,,high
,hexagonal,hexagon,hexagon,,hexagon,hexagon
,away,away,away,,,
,blowing,blow,blow,,blow,blow
,toys,toy,toy,,toy,toy
,immediately,immedi,immedy,,immedi,immedy
,absorb,absorb,absorb,,,
,the,the,the,,,
,intellectual,intellectu,intellect,,intellectu,intellect
,kool,kool,kool,,,
,keith,keith,kei,,,kei
,is,is,is,,,
,back,back,back,,,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,brainiac,brainiac,brainiac,,,
,yo,yo,yo,,,
,this,thi,thi,,thi,thi
,next,next,next,,,
,joint,joint,joint,,,
,we,we,we,,,
,never,never,nev,,,nev
,put,put,put,,,
,out,out,out,,,
,because,becaus,becaus,,becaus,becaus
,like,like,lik,,,lik
,uhh,uhh,uhh,,,
,one,one,on,,,on
,of,of,of,,,
,the,the,the,,,
,engineers,engin,engin,,engin,engin
,was,wa,was,,wa,
,gettin,gettin,gettin,,,
,weeded,weed,wee,,weed,wee
,up,up,up,,,
,and,and,and,,,
,he,he,he,,,
,he,he,he,,,
,kinda,kinda,kind,,,kind
,like,like,lik,,,lik
,erased,eras,eras,,eras,eras
,a,a,a,,,
,majority,major,maj,,major,maj
,of,of,of,,,
,the,the,the,,,
,song,song,song,,,
,so,so,so,,,
,we,we,we,,,
,just,just,just,,,
,moved,move,mov,,move,mov
,on,on,on,,,
,but,but,but,,,
,it,it,it,,,
,'s,'s,'s,,,
,so,so,so,,,
,butter,butter,but,,,but
,i,i,i,,,
,put,put,put,,,
,it,it,it,,,
,on,on,on,,,
,here,here,her,,,her
,anyway,anyway,anyway,,,
,so,so,so,,,
,check,check,check,,,
,it,it,it,,,
,out,out,out,,,
,it,it,it,,,
,'s,'s,'s,,,
,kool,kool,kool,,,
,keith,keith,kei,,,kei
,on,on,on,,,
,some,some,som,,,som
,solo,solo,solo,,,
,shit,shit,shit,,,
,but,but,but,,,
,once,onc,ont,,onc,ont
,again,again,again,,,
,there,there,ther,,,ther
,'s,'s,'s,,,
,a,a,a,,,
,big,big,big,,,
,skip,skip,skip,,,
,in,in,in,,,
,the,the,the,,,
,song,song,song,,,
,it,it,it,,,
,'s,'s,'s,,,
,not,not,not,,,
,the,the,the,,,
,tape,tape,tap,,,tap
,nobody,nobodi,nobody,,nobodi,
,'s,'s,'s,,,
,messed,mess,mess,,mess,mess
,up,up,up,,,
,this,thi,thi,,thi,thi
,is,is,is,,,
,what,what,what,,,
,the,the,the,,,
,engineer,engin,engin,,engin,engin
,did,did,did,,,
,when,when,when,,,
,he,he,he,,,
,got,got,got,,,
,weeded,weed,wee,,weed,wee
,up,up,up,,,
,and,and,and,,,
,erased,eras,eras,,eras,eras
,the,the,the,,,
,track,track,track,,,
,so,so,so,,,
,check,check,check,,,
,it,it,it,,,
,a,a,a,,,
,lot,lot,lot,,,
,of,of,of,,,
,rappers,rapper,rap,,rapper,rap
,are,are,ar,,,ar
,weak-whack,weak-whack,weak-whack,,,
,bullshit,bullshit,bullshit,,,
,speak,speak,speak,,,
,that,that,that,,,
,same,same,sam,,,sam
,ol,ol,ol,,,
,',',',,,
,style,style,styl,,,styl
,i,i,i,,,
,think,think,think,,,
,i,i,i,,,
,heard,heard,heard,,,
,it,it,it,,,
,before,befor,bef,,befor,bef
,i,i,i,,,
,'m,'m,'m,,,
,steppin,steppin,steppin,,,
,to,to,to,,,
,you,you,you,,,
,through,through,through,,,
,you,you,you,,,
,like,like,lik,,,lik
,you,you,you,,,
,was,wa,was,,wa,
,n't,n't,n't,,,
,even,even,ev,,,ev
,there,there,ther,,,ther
,pissy,pissi,pissy,,pissi,
,rappers,rapper,rap,,rapper,rap
,with,with,with,,,
,pampers,pamper,pamp,,pamper,pamp
,get,get,get,,,
,out,out,out,,,
,of,of,of,,,
,my,my,my,,,
,hair,hair,hair,,,
,run,run,run,,,
,to,to,to,,,
,mommy,mommi,mommy,,mommi,
,and,and,and,,,
,change,chang,chang,,chang,chang
,come,come,com,,,com
,back,back,back,,,
,when,when,when,,,
,you,you,you,,,
,'re,'re,'re,,,
,ready,readi,ready,,readi,
,boy,boy,boy,,,
,stinging,sting,sting,,sting,sting
,your,your,yo,,,yo
,small,small,smal,,,smal
,brains,brain,brain,,brain,brain
,rhymes,rhyme,rhym,,rhyme,rhym
,that,that,that,,,
,be,be,be,,,
,steady,steadi,steady,,steadi,
,boy,boy,boy,,,
,toy,toy,toy,,,
,you,you,you,,,
,'re,'re,'re,,,
,just,just,just,,,
,a,a,a,,,
,perfect,perfect,perfect,,,
,decoy,decoy,decoy,,,
,to,to,to,,,
,follow,follow,follow,,,
,learn,learn,learn,,,
,look,look,look,,,
,write,write,writ,,,writ
,copy,copi,cop,,copi,cop
,you,you,you,,,
,still,still,stil,,,stil
,ai,ai,ai,,,
,n't,n't,n't,,,
,down,down,down,,,
,your,your,yo,,,yo
,fuckin,fuckin,fuckin,,,
,rhymes,rhyme,rhym,,rhyme,rhym
,are,are,ar,,,ar
,sloppy,sloppi,sloppy,,sloppi,
,scrib-scrab,scrib-scrab,scrib-scrab,,,
,scriggledy,scriggledi,scriggledy,,scriggledi,
,scrab,scrab,scrab,,,
,motherfucker,motherfuck,motherfuck,,motherfuck,motherfuck
,with,with,with,,,
,a,a,a,,,
,crayon,crayon,crayon,,,
,coloring,color,col,,color,col
,book,book,book,,,
,out,out,out,,,
,you,you,you,,,
,stop,stop,stop,,,
,you,you,you,,,
,look,look,look,,,
,out,out,out,,,
,right,right,right,,,
,beside,besid,besid,,besid,besid
,with,with,with,,,
,a,a,a,,,
,rhyme,rhyme,rhym,,,rhym
,i,i,i,,,
,took,took,took,,,
,out,out,out,,,
,banging,bang,bang,,bang,bang
,your,your,yo,,,yo
,brain,brain,brain,,,
,cell,cell,cel,,,cel
,i,i,i,,,
,'m,'m,'m,,,
,hype,hype,hyp,,,hyp
,and,and,and,,,
,hyper,hyper,hyp,,,hyp
,ready,readi,ready,,readi,
,and,and,and,,,
,riper,riper,rip,,,rip
,but,but,but,,,
,not,not,not,,,
,that,that,that,,,
,type,type,typ,,,typ
,of,of,of,,,
,whack,whack,whack,,,
,mc,mc,mc,,,
,who,who,who,,,
,try,tri,try,,tri,
,to,to,to,,,
,fuck,fuck,fuck,,,
,with,with,with,,,
,me,me,me,,,
,so,so,so,,,
,bring,bring,bring,,,
,your,your,yo,,,yo
,stupid,stupid,stupid,,,
,ass,ass,ass,,,
,and,and,and,,,
,try,tri,try,,tri,
,your,your,yo,,,yo
,luck,luck,luck,,,
,with,with,with,,,
,me,me,me,,,
,i,i,i,,,
,get,get,get,,,
,busy,busi,busy,,busi,
,and,and,and,,,
,snapback,snapback,snapback,,,
,flashback,flashback,flashback,,,
,smack,smack,smack,,,
,back,back,back,,,
,your,your,yo,,,yo
,crew,crew,crew,,,
,and,and,and,,,
,the,the,the,,,
,sidekick,sidekick,sidekick,,,
,motherfuckers,motherfuck,motherfuck,,motherfuck,motherfuck
,you,you,you,,,
,look,look,look,,,
,whack,whack,whack,,,
,step,step,step,,,
,up,up,up,,,
,black,black,black,,,
,when,when,when,,,
,i,i,i,,,
,'m,'m,'m,,,
,on,on,on,,,
,center,center,cent,,,cent
,stage,stage,stag,,,stag
,here,here,her,,,her
,'s,'s,'s,,,
,the,the,the,,,
,mic,mic,mic,,,
,psych,psych,psych,,,
,go,go,go,,,
,back,back,back,,,
,sit,sit,sit,,,
,down,down,down,,,
,and,and,and,,,
,stop,stop,stop,,,
,perpetrating,perpetr,perpet,,perpetr,perpet
,because,becaus,becaus,,becaus,becaus
,you,you,you,,,
,'re,'re,'re,,,
,not,not,not,,,
,that,that,that,,,
,large,larg,larg,,larg,larg
,you,you,you,,,
,'re,'re,'re,,,
